Host Total Listings Count,Neighbourhood,Neighbourhood Cleansed,Neighbourhood Group Cleansed,City,State,Zipcode,Market,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Square Feet,Price,Security Deposit,Cleaning Fee,Guests Included,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy
2.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,36.0,,20.0,1,1,1125,13,13,19,294,22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0
207.0,Embajadores,39,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,84.0,,,1,2,1125,3,3,3,3,0,,,,,,,,2
15.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,0.0,1.0,4,,76.0,,,2,2,30,3,10,19,256,6,96.0,10.0,10.0,10.0,9.0,10.0,9.0,2
11.0,Cortes,39,3,0,Community of Madrid,28014,2,0,0,4,1.0,2.0,2.0,4,,60.0,150.0,35.0,2,2,90,16,26,50,325,117,83.0,9.0,9.0,9.0,9.0,9.0,8.0,1
15.0,Cortes,39,3,0,Comunidad de Madrid,28014,5,0,0,2,1.0,0.0,1.0,4,,59.0,,15.0,1,1,20,4,7,14,247,19,85.0,9.0,9.0,9.0,9.0,10.0,9.0,2
164.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,0,5,2.0,1.0,3.0,4,,130.0,200.0,50.0,2,2,1125,0,0,0,266,0,,,,,,,,2
4.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,5,2.0,1.0,2.0,4,,105.0,,50.0,2,3,365,9,17,27,133,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2
3.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,2.0,2.0,4,,50.0,100.0,,2,1,1125,0,0,6,7,1,100.0,10.0,10.0,8.0,10.0,10.0,8.0,0
15.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,0.0,2.0,4,,97.0,,,2,2,30,3,7,12,211,0,,,,,,,,2
39.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,8,1.0,3.0,5.0,4,,130.0,100.0,30.0,5,99,1125,10,24,36,306,14,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1
6.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,1.0,2.0,4,,75.0,220.0,20.0,2,1,1125,3,10,24,108,9,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
6.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,2,1.0,0.0,1.0,4,,45.0,300.0,25.0,2,2,1125,9,23,44,319,10,88.0,9.0,10.0,10.0,10.0,10.0,9.0,2
14.0,Cortes,39,3,0,Community of Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,75.0,200.0,40.0,2,3,1125,17,33,54,134,13,91.0,9.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,2,1.0,2.0,2.0,4,,35.0,200.0,50.0,1,15,60,0,0,0,0,0,,,,,,,,0
1.0,,39,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,0.0,2.0,4,,69.0,200.0,10.0,1,1,1125,13,43,73,73,5,100.0,9.0,10.0,10.0,10.0,10.0,9.0,1
2.0,,39,3,0,Comunidad de Madrid,28012,2,0,0,5,1.0,2.0,5.0,4,,60.0,,,1,2,1125,10,34,51,315,35,85.0,9.0,8.0,10.0,10.0,10.0,8.0,2
3.0,Cortes,39,3,0,Madrid,28014,2,0,0,2,1.0,1.0,1.0,4,,88.0,100.0,30.0,1,2,365,12,39,54,319,76,89.0,9.0,9.0,9.0,10.0,10.0,9.0,2
17.0,Cortes,39,3,0,Community of Madrid,28012,2,0,0,3,1.0,1.0,2.0,4,,221.0,,,1,1,330,30,60,90,365,1,80.0,8.0,6.0,8.0,8.0,10.0,8.0,1
39.0,Cortes,39,3,0,Comunidad de Madrid,28014,5,0,0,2,1.0,0.0,1.0,4,,89.0,,,1,1,1125,15,44,74,349,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0
2.0,Cortes,39,3,0,Community of Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,55.0,,15.0,1,2,1125,1,9,25,297,118,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1
5.0,Cortes,39,3,0,Community of Madrid,28012,2,0,0,4,1.0,1.0,1.0,4,,47.0,150.0,20.0,2,2,1125,9,17,43,43,146,92.0,9.0,10.0,10.0,10.0,10.0,9.0,1
18.0,Cortes,39,3,0,Community of Madrid,28014,2,0,0,4,1.0,1.0,1.0,4,,80.0,,,2,3,1125,8,16,31,294,4,70.0,10.0,9.0,10.0,9.0,9.0,9.0,2
3.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,3,1.0,1.0,2.0,4,,129.0,,40.0,1,5,1125,2,2,2,99,0,,,,,,,,2
1.0,,39,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,98.0,100.0,25.0,1,2,7,3,19,33,70,0,,,,,,,,2
2.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,1,2,2.0,3.0,4.0,4,,27.0,,5.0,1,1,1125,0,3,9,245,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
164.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,8,0,6,2.0,2.0,3.0,4,,160.0,200.0,60.0,2,2,1125,9,25,41,316,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,2
164.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,6,1.0,3.0,5.0,4,,150.0,200.0,70.0,4,2,1125,0,18,42,317,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2
164.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,2.0,2.0,4,,160.0,200.0,60.0,2,2,1125,19,44,63,316,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,2.0,2.0,4,,90.0,,30.0,1,3,150,0,0,14,14,40,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
9.0,,80,3,0,Comunidad de Madrid,28013,2,0,0,16,2.0,6.0,7.0,4,,80.0,300.0,60.0,2,3,1125,13,33,57,329,14,80.0,8.0,8.0,10.0,9.0,10.0,8.0,2
1.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,43.0,,,1,2,1125,6,6,31,31,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,Palacio,80,3,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,15.0,,10.0,1,91,1125,0,0,0,267,56,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0
6.0,La Latina,80,3,0,Community of Madrid,28012,2,0,0,12,2.0,5.0,9.0,4,,300.0,,100.0,7,3,1125,8,22,44,166,24,89.0,9.0,10.0,9.0,10.0,10.0,9.0,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,6,1.0,1.0,3.0,4,,80.0,150.0,30.0,2,2,1125,16,44,74,164,0,,,,,,,,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,2.0,4,,78.0,150.0,24.0,2,2,1125,11,27,53,328,5,88.0,9.0,9.0,9.0,8.0,10.0,9.0,0
16.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,14,0,2,1.0,1.0,1.0,4,,79.0,100.0,25.0,2,1,365,14,34,58,333,0,,,,,,,,2
3.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,15,0,4,1.0,1.0,2.0,4,,59.0,,30.0,3,1,30,13,38,64,339,4,95.0,10.0,10.0,10.0,9.0,10.0,10.0,0
1.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,40.0,,20.0,2,2,1125,9,33,50,140,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,80,3,0,Comunidad de Madrid,28013,2,0,1,1,1.0,1.0,1.0,4,,39.0,,15.0,1,14,1125,21,42,42,293,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
6.0,,80,3,0,Comunidad de Madrid,28013,2,13,2,10,8.0,1.0,,4,,15.0,,,1,1,7,21,45,73,348,0,,,,,,,,0
2.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,,55.0,,30.0,1,3,90,9,37,64,335,71,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2
1.0,Palacio,80,3,0,Community of Madrid,28005,2,16,0,4,1.0,1.0,2.0,4,,75.0,500.0,45.0,2,2,10000,2,20,38,306,85,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,16,6.0,6.0,16.0,4,,400.0,500.0,150.0,1,3,365,11,22,25,260,47,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
2.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,8,2.5,3.0,3.0,4,,260.0,,,6,2,1125,6,16,26,257,24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,La Latina,80,3,0,Community of Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,100.0,,,1,1,1125,0,0,0,0,0,,,,,,,,0
6.0,,80,3,0,Comunidad de Madrid,28013,2,13,2,16,4.0,1.0,8.0,4,,16.0,,,1,1,1125,21,50,78,353,1,60.0,4.0,8.0,8.0,8.0,10.0,6.0,1
1.0,,80,3,0,Madrid,28005,2,0,0,3,1.0,1.0,2.0,4,,79.0,89.0,36.0,1,3,1125,0,0,0,244,16,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0
9.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,8,2.0,3.0,5.0,4,,375.0,300.0,120.0,1,7,1125,4,13,18,53,13,92.0,10.0,9.0,10.0,10.0,9.0,10.0,2
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,1.0,2.0,3,,56.0,150.0,20.0,1,1,1125,1,3,8,80,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,70.0,,30.0,2,1,1125,16,46,76,351,10,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,54.0,,10.0,2,2,1125,0,0,0,0,3,93.0,9.0,10.0,10.0,10.0,9.0,10.0,1
16.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,75.0,,15.0,2,3,1125,4,15,39,312,86,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1
1.0,,48,3,0,Community of Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,60.0,150.0,20.0,1,2,1125,1,17,47,137,33,89.0,10.0,9.0,10.0,10.0,9.0,9.0,2
2.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,6,1.0,3.0,6.0,4,,160.0,,15.0,1,2,1125,7,23,36,298,3,73.0,9.0,9.0,10.0,9.0,10.0,9.0,0
3.0,Embajadores,48,3,0,Community of Madrid,28012,2,0,0,3,1.0,1.0,1.0,4,,74.0,,,1,2,1125,15,42,65,334,8,93.0,10.0,10.0,10.0,10.0,10.0,9.0,1
1.0,Centro,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,2.0,4,,29.0,,,1,1,1125,17,46,76,351,19,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,1.0,4,,70.0,200.0,40.0,2,4,1125,12,42,72,342,7,77.0,9.0,10.0,9.0,9.0,8.0,8.0,2
2.0,,48,3,0,Comunidad de Madrid,28005,2,14,1,2,1.0,1.0,1.0,4,,30.0,,,1,1,1125,11,30,54,329,46,89.0,9.0,8.0,10.0,9.0,10.0,9.0,2
7.0,,48,3,0,Community of Madrid,28012,2,1,1,1,2.0,1.0,1.0,4,,28.0,,15.0,1,3,1125,29,59,89,364,21,91.0,9.0,9.0,9.0,10.0,10.0,9.0,2
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,3.0,4,,49.0,150.0,30.0,3,2,1125,7,19,36,36,84,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Embajadores,48,3,0,Community of Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,53.0,100.0,,1,5,365,0,0,4,279,24,96.0,9.0,10.0,10.0,10.0,10.0,9.0,2
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,35.0,120.0,20.0,1,1,1125,0,0,0,216,7,87.0,9.0,9.0,10.0,9.0,10.0,9.0,0
1.0,,48,3,0,Comunidad de Madrid,28005,2,0,1,1,1.0,1.0,1.0,4,,27.0,100.0,,1,1,5,21,49,79,169,0,,,,,,,,0
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,1.0,2.0,4,,80.0,,,1,2,1125,11,30,54,94,57,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,54.0,,30.0,1,2,90,0,0,0,0,63,90.0,9.0,10.0,10.0,10.0,9.0,9.0,2
1.0,,39,3,0,Comunidad de Madrid,28014,2,15,0,4,2.0,1.0,2.0,4,,105.0,300.0,35.0,1,2,1125,9,33,63,338,19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
6.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,2.0,2.0,4,,64.0,400.0,60.0,1,2,1125,0,0,0,65,0,,,,,,,,2
5.0,,39,3,0,Comunidad de Madrid,28014,2,0,0,2,1.0,0.0,1.0,4,,65.0,,,1,1,1125,1,3,6,216,205,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2
1.0,,39,3,0,Comunidad de Madrid,,2,0,0,8,2.0,2.0,7.0,4,,125.0,150.0,30.0,3,2,1125,0,0,0,0,0,,,,,,,,2
10.0,Cortes,39,3,0,Madrid,28012,2,0,0,4,1.0,1.0,3.0,4,431.0,59.0,100.0,,2,3,365,7,12,23,265,21,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1
1.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,25.0,,,1,3,10,4,25,47,67,60,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0
4.0,,39,3,0,Comunidad de Madrid,,2,0,0,6,2.0,3.0,4.0,4,,145.0,100.0,30.0,4,1,1125,5,11,15,243,26,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
4.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,29.0,,,1,3,4,21,51,81,356,20,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0
2.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,14,0,4,1.0,1.0,1.0,4,,52.0,,20.0,2,2,1125,6,6,6,6,9,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1
8.0,Embajadores,39,3,0,Comunidad de Madrid,28012,2,0,1,2,2.0,1.0,1.0,4,,42.0,,,2,1,1125,0,0,4,279,0,,,,,,,,2
6.0,Cortes,39,3,0,Community of Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,96.0,,,1,3,1125,0,0,0,244,154,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2
2.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,12,2.5,4.0,7.0,4,,200.0,300.0,,4,2,1125,7,12,21,265,55,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,1.0,2.0,4,,55.0,,,1,3,1125,8,8,8,8,15,89.0,9.0,9.0,9.0,10.0,10.0,9.0,1
39.0,Cortes,39,3,0,Comunidad de Madrid,28014,5,0,0,3,1.0,1.0,2.0,4,,89.0,,,1,1,1125,10,32,58,333,0,,,,,,,,0
1.0,,39,3,0,Comunidad de Madrid,28014,2,0,1,2,2.0,1.0,1.0,4,,30.0,,,1,3,1125,0,0,0,0,3,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0
38.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,1,1,3.0,1.0,1.0,4,,32.0,,,1,7,1125,0,6,36,311,0,,,,,,,,2
10.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,1.0,1.0,4,,55.0,150.0,,2,3,1125,9,17,41,293,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
3.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,1.0,2.0,4,,45.0,150.0,20.0,2,2,1125,5,15,37,127,131,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1
3.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,1,4,1.5,1.0,2.0,4,,37.0,,5.0,2,1,1125,4,20,29,299,92,87.0,9.0,9.0,9.0,9.0,10.0,9.0,1
1.0,,39,3,0,Community of Madrid,,2,0,0,6,2.5,2.0,3.0,4,,85.0,100.0,30.0,4,2,45,1,1,1,1,3,93.0,9.0,9.0,9.0,10.0,10.0,9.0,0
207.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,8,2.0,3.0,6.0,4,,179.0,200.0,35.0,4,2,1125,8,28,49,196,5,100.0,10.0,10.0,9.0,10.0,10.0,9.0,2
1.0,Cortes,39,3,0,Comunidad de Madrid,28014,3,0,1,8,3.0,1.0,8.0,4,,600.0,,,1,2,2,30,60,90,365,0,,,,,,,,0
1.0,,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,2.0,2.0,4,,60.0,150.0,40.0,1,14,30,0,0,0,215,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
6.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,1,2,1.0,1.0,1.0,4,,50.0,150.0,,1,2,5,15,45,75,76,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,1,1,1.0,1.0,1.0,4,,26.0,,,1,2,1125,7,24,47,322,44,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
3.0,Cortes,39,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,2.0,4.0,4,,110.0,175.0,50.0,4,2,1125,11,25,42,289,58,93.0,9.0,10.0,10.0,10.0,10.0,9.0,1
1.0,Cortes,39,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,28.0,,,1,1,4,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
3.0,,62,3,0,Comunidad de Madrid,28004,2,0,1,2,1.0,1.0,1.0,4,,27.0,,,1,2,1125,6,22,52,111,80,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
9.0,,62,3,0,Comunidad de Madrid,28004,2,1,1,1,1.0,1.0,1.0,4,,24.0,200.0,8.0,1,1,1125,15,40,66,341,14,89.0,9.0,9.0,10.0,10.0,10.0,9.0,2
5.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,68.0,100.0,35.0,1,2,90,11,41,71,346,28,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2
11.0,Justicia,62,3,0,Madrid,28004,2,0,0,8,2.0,3.0,,4,,113.0,300.0,52.0,1,3,365,5,13,24,289,23,88.0,9.0,9.0,10.0,9.0,10.0,9.0,2
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,2.0,4,,50.0,,15.0,1,5,1125,2,2,5,214,24,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
3.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,80.0,150.0,40.0,1,3,21,5,23,38,308,65,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
11.0,,62,3,0,Comunidad de Madrid,28004,2,0,0,14,2.0,5.0,10.0,4,,200.0,300.0,50.0,1,1,1125,14,36,59,213,27,97.0,10.0,9.0,10.0,10.0,10.0,9.0,2
1.0,,62,3,0,Comunidad de Madrid,28004,2,0,0,5,1.0,2.0,3.0,4,,25.0,200.0,30.0,1,2,1125,3,7,7,31,0,,,,,,,,0
6.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,75.0,225.0,20.0,3,1,1125,5,16,30,117,0,,,,,,,,2
8.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,4,1.0,,2.0,4,,45.0,100.0,20.0,2,2,1125,9,17,30,294,178,87.0,9.0,9.0,10.0,10.0,10.0,9.0,2
1.0,,62,3,0,Madrid,28004,2,0,0,3,1.0,1.0,4.0,4,,69.0,,10.0,4,2,1125,4,8,15,106,45,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
2.0,,62,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,90.0,150.0,40.0,1,2,1125,30,60,90,365,1,80.0,10.0,10.0,10.0,10.0,10.0,8.0,2
1.0,Justicia,62,3,0,Comunidad de Madrid,28004,2,0,0,4,1.5,2.0,2.0,4,,100.0,300.0,50.0,1,3,90,0,0,0,70,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,2
2.0,,62,3,0,Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,90.0,300.0,40.0,1,2,1125,28,58,88,363,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
3.0,Justicia,62,3,0,Community of Madrid,28004,2,0,0,4,2.0,2.0,2.0,4,,100.0,150.0,40.0,4,3,21,12,27,43,312,90,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1
4.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,3,1.0,0.0,1.0,4,,65.0,,20.0,2,2,30000,1,6,19,107,67,93.0,10.0,10.0,10.0,10.0,9.0,10.0,2
1.0,La Latina,48,3,0,Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,269.0,59.0,,,1,1,1125,2,7,13,230,192,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,8,0,2,1.0,0.0,1.0,4,,60.0,,,1,4,1125,12,42,72,73,55,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0
1.0,La Latina,48,3,0,Community of Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,50.0,350.0,25.0,2,7,1125,0,4,9,95,54,94.0,9.0,10.0,10.0,10.0,9.0,9.0,0
2.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,7,1.0,3.0,3.0,4,,156.0,,25.0,1,3,1125,10,22,34,309,41,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
6.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,1.0,4,,60.0,120.0,25.0,2,2,1125,8,38,63,338,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,26.0,,5.0,1,1,1125,23,49,70,345,6,97.0,10.0,10.0,10.0,9.0,9.0,10.0,0
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,19.0,,,1,1,40,14,27,53,84,132,89.0,9.0,9.0,10.0,10.0,10.0,9.0,1
7.0,La Latina,48,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,1.0,3,,70.0,120.0,,2,3,1125,6,24,46,258,14,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1
1.0,La Latina,48,3,0,Community of Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,34.0,,,1,2,365,2,2,9,99,70,88.0,9.0,9.0,10.0,10.0,9.0,9.0,2
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.0,1.0,1.0,4,,25.0,,,1,1,1125,5,35,65,340,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1
4.0,,48,3,0,Community of Madrid,28005,2,0,0,4,1.0,2.0,2.0,4,,75.0,200.0,50.0,2,3,1125,5,11,26,301,56,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2
1.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,1.0,4,,50.0,,25.0,2,4,1125,12,22,24,299,19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
164.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,8,1.5,4.0,5.0,4,,160.0,200.0,70.0,4,2,1125,0,17,47,318,4,85.0,9.0,10.0,6.0,9.0,9.0,9.0,2
2.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,,85.0,100.0,25.0,1,1,1125,1,14,34,296,34,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0
3.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,3,1.0,1.0,2.0,4,,69.0,100.0,45.0,2,2,40,1,7,18,293,0,,,,,,,,2
8.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,1,1,2.0,1.0,1.0,4,,19.0,100.0,10.0,1,1,1125,3,5,23,272,42,90.0,9.0,10.0,9.0,9.0,9.0,9.0,1
2.0,La Latina,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,29.0,100.0,20.0,1,3,6,0,6,19,29,127,93.0,10.0,10.0,10.0,9.0,10.0,10.0,2
1.0,,48,3,0,Community of Madrid,,2,0,0,3,1.0,1.0,2.0,4,,85.0,120.0,25.0,2,3,1125,7,29,54,326,47,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
11.0,Embajadores,48,3,0,Community of Madrid,28012,2,0,0,6,1.5,3.0,4.0,4,,115.0,100.0,30.0,2,3,365,4,21,29,290,26,77.0,8.0,9.0,9.0,9.0,9.0,8.0,1
8.0,,48,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,0.0,1.0,4,,79.0,,25.0,2,3,9,11,33,52,128,1,100.0,8.0,8.0,10.0,8.0,10.0,8.0,0
1.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,35.0,,,1,2,1125,0,0,0,0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0
1.0,Embajadores,48,3,0,Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,51.0,150.0,22.0,2,2,1125,1,12,19,275,88,87.0,9.0,9.0,9.0,10.0,10.0,9.0,1
4.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,0,0,7,2.0,4.0,6.0,4,,180.0,200.0,50.0,1,3,1125,12,37,63,338,0,,,,,,,,2
4.0,,48,3,0,Comunidad de Madrid,28012,2,0,1,1,1.5,1.0,1.0,4,,23.0,,20.0,1,20,250,0,0,6,281,0,,,,,,,,0
1.0,Embajadores,48,3,0,Comunidad de Madrid,28012,2,16,0,4,1.0,0.0,2.0,4,,50.0,150.0,50.0,1,6,1125,15,18,18,284,2,90.0,10.0,8.0,10.0,10.0,10.0,10.0,1
